genre_ids,id,original_title,vote_average,vote_count
"[28, 12, 878]",305470,Power Rangers,6.2,2667
"[28, 35, 80, 18]",399170,Logan Lucky,6.7,1627
"[28, 80, 14]",400106,Bright,6.2,3181
"[12, 16, 35, 10751]",137116,Smurfs: The Lost Village,6.2,736
"[18, 36]",446354,The Post,7.0,2506
"[28, 14, 878, 37, 27]",353491,The Dark Tower,5.6,2842
"[28, 18, 53, 80, 36]",388399,Patriots Day,6.9,1337
"[28, 53]",415842,American Assassin,6.3,1596
[18],389015,"I, Tonya",7.5,2904
"[18, 36]",399404,Darkest Hour,7.3,2715
"[18, 10749]",400617,Phantom Thread,7.2,1617
"[18, 27, 9648]",381283,mother!,7.0,3458
[35],356305,Why Him?,6.2,2494
"[18, 53, 27, 12]",403119,47 Meters Down,5.6,1521
"[80, 18, 9648, 53]",395834,Wind River,7.4,2437
"[35, 10402]",353616,Pitch Perfect 3,6.5,1884
"[16, 10751, 35]",378236,The Emoji Movie,5.4,1447
"[18, 36]",381284,Hidden Figures,8.0,4710
"[27, 53]",449664,Escape Room,5.0,197
"[80, 18]",396371,Molly's Game,7.1,1724
"[28, 53, 18]",379149,The Foreigner,6.7,1086
"[28, 16, 12, 10751]",274862,The Lego Ninjago Movie,6.3,424
"[18, 9648, 53, 14]",397837,Before I Fall,7.0,2135
"[18, 80, 53, 27]",372343,The Snowman,5.1,1225
"[35, 12, 10751, 14, 16]",355547,The Star,5.4,233
"[10749, 12, 878, 18]",365942,The Space Between Us,7.1,1455
"[28, 35]",339846,Baywatch,6.1,4748
"[9648, 53, 37]",324560,Brimstone,7.1,475
"[18, 35]",397422,Rough Night,5.6,1096
[18],395991,Only the Brave,7.0,603
"[18, 10749, 878]",274870,Passengers,6.8,7869
"[28, 12, 878]",121856,Assassin's Creed,5.4,5010
"[18, 10749]",417678,"Everything, Everything",7.2,2447
"[27, 53]",346364,It,7.2,10931
"[10749, 12, 18]",290512,The Mountain Between Us,6.5,1235
"[80, 53, 18]",302946,The Accountant,6.9,3407
"[28, 35, 80]",417644,CHiPS,6.0,657
"[18, 27, 53, 878]",375366,The Girl with All the Gifts,6.4,982
"[18, 28]",296524,Deepwater Horizon,6.7,2606
"[28, 878, 53]",274855,Geostorm,5.8,2246
[35],455656,#RealityHigh,6.4,703
"[27, 9648]",397243,The Autopsy of Jane Doe,6.5,1869
[27],14564,Rings,4.9,1785
"[35, 10749]",339404,The Layover,5.1,358
"[35, 18]",371638,The Disaster Artist,7.2,1895
"[27, 53]",393345,Cult of Chucky,5.2,549
"[16, 12, 35, 10751]",342473,Ballerina,7.2,1024
"[18, 16, 10749]",378064,聲の形,8.3,1034
"[18, 53, 9648]",399057,The Killing of a Sacred Deer,6.9,1518
"[878, 18]",840,Close Encounters of the Third Kind,7.3,2005
"[18, 10749]",345920,Collateral Beauty,7.2,3270
[18],393457,Fences,6.8,1465
[18],413362,"Roman J. Israel, Esq.",6.2,499
"[18, 27, 53]",343674,Gerald's Game,6.4,1683
"[16, 35, 10751]",413644,The Son of Bigfoot,6.5,162
[35],419680,Daddy's Home 2,6.0,1267
"[10749, 18]",472838,SPF-18,4.4,647
"[10752, 28, 36, 53]",339259,The Man with the Iron Heart,6.5,292
[35],354861,Father Figures,5.8,277
"[28, 80, 53]",398175,Brawl in Cell Block 99,6.7,511
"[18, 27, 10749]",461992,Hostile,5.4,78
"[18, 36]",310307,The Founder,7.0,2093
"[53, 28, 18]",445954,Acts of Vengeance,5.7,195
[27],418078,It Comes at Night,5.8,1141
"[35, 18, 10749]",416477,The Big Sick,7.4,1302
"[53, 28, 9648]",404733,Overdrive,6.1,484
"[878, 27, 53]",430231,The Endless,6.4,321
"[10749, 18, 10752]",433356,The Ottoman Lieutenant,6.1,124
"[18, 53]",376290,Miss Sloane,7.4,912
"[10770, 10751, 28, 35, 10402, 12]",417320,Descendants 2,7.3,717
"[27, 35]",419479,The Babysitter,5.9,1547
"[18, 27, 53]",316154,The Bad Batch,5.2,500
"[28, 80, 9648]",334521,Free Fire,6.3,540
"[53, 18]",423087,6 Below: Miracle on the Mountain,5.6,175
"[18, 10749]",341174,Fifty Shades Darker,6.1,4489
"[35, 18, 36]",369192,Battle of the Sexes,6.9,1045
"[28, 878, 53]",460648,机器之血,5.3,124
"[18, 80, 53]",480572,Bullet Head,4.8,270
"[80, 18, 9648, 10749, 53]",346685,The Girl on the Train,6.3,3479
[99],440249,After Porn Ends 2,5.1,91
"[18, 14, 10749]",428449,A Ghost Story,7.0,906
"[27, 53]",335796,Ouija: Origin of Evil,6.0,1416
[18],401104,To the Bone,7.3,2193
"[28, 53, 27]",467938,Revenge,6.4,662
"[27, 53]",406994,Better Watch Out,6.6,516
"[18, 36]",289222,The Zookeeper's Wife,7.4,726
[18],394117,The Florida Project,7.4,1125
[18],382614,The Book of Henry,7.5,579
"[35, 18]",376660,The Edge of Seventeen,7.2,2224
"[9648, 27, 878]",378018,The Void,5.8,521
"[12, 18, 53]",334524,Gold,6.6,863
"[80, 18, 53]",429200,Good Time,7.1,805
"[35, 18, 80]",455714,ฉลาดเกมส์โกง,7.5,154
"[18, 27]",393519,Grave,7.1,1449
"[27, 9648, 53]",55341,Jeepers Creepers 3,4.3,321
"[18, 14, 28]",397567,신과함께-죄와 벌,7.7,110
"[80, 18, 53]",259695,Live by Night,6.2,759
"[18, 53, 10749, 878, 9648]",269795,2:22,5.8,809
"[18, 14, 10749]",283378,Fallen,6.0,995
"[18, 9648, 53]",340676,Personal Shopper,5.9,603
"[27, 53]",396493,Creep 2,6.4,282
"[80, 35]",353070,Going in Style,6.6,1324
"[18, 53]",397722,Thoroughbreds,6.3,398
"[28, 10752]",340945,USS Indianapolis: Men of Courage,5.9,328
"[28, 35, 53, 9648]",345915,Once Upon a Time in Venice,5.2,310
"[27, 9648, 53]",369300,The Limehouse Golem,5.9,279
"[9648, 27, 53]",394830,The Crucifixion,5.3,204
[53],458353,High Heel Homicide,5.8,12
"[18, 14]",258230,A Monster Calls,7.1,1918
"[28, 16, 18, 14, 9648, 53]",283984,劇場版 Fate／stay night [Heaven's Feel] I. presage flower,7.2,42
"[12, 18, 36]",314095,The Lost City of Z,6.2,1397
"[53, 27, 35]",401561,Mom and Dad,5.1,375
[18],336000,The Glass Castle,7.1,352
"[80, 18]",180863,T2 Trainspotting,7.0,1741
[35],425134,How to Be a Latin Lover,6.3,197
"[35, 18]",374475,Toni Erdmann,7.1,488
"[18, 53]",293768,Kidnap,6.0,805
"[53, 18, 80, 9648]",446791,All the Money in the World,6.4,1200
"[18, 53, 878]",339988,The Circle,5.5,2689
"[28, 35]",373569,Snatched,5.3,495
"[18, 36]",423899,Victoria & Abdul,6.9,595
"[12, 16, 35, 10751, 14, 10402]",460793,Olaf's Frozen Adventure,6.1,834
"[80, 18, 53, 36]",407448,Detroit,7.3,795
"[28, 12, 80, 18, 53]",333354,Extortion,6.1,129
"[28, 53, 80]",410554,First Kill,5.5,246
"[35, 10751]",417830,Diary of a Wimpy Kid: The Long Haul,5.6,193
"[12, 18, 878, 28]",387426,Okja,7.5,2146
"[28, 16, 14, 878, 53]",408220,Justice League Dark,6.9,393
"[18, 37]",399019,The Beguiled,5.7,1170
"[35, 18, 878]",301337,Downsizing,5.1,1887
"[12, 16, 35, 10751, 14, 10770]",438747,Tangled: Before Ever After,6.5,109
"[12, 28, 16, 878]",408648,Batman and Harley Quinn,5.9,289
"[18, 36]",68730,Silence,7.1,1560
"[18, 10749]",407445,Breathe,7.5,323
"[28, 53, 80]",460846,Security,6.0,352
"[28, 53]",291276,Unlocked,6.2,516
"[28, 878, 10752]",313943,Revolt,5.1,138
"[18, 53]",390051,Aftermath,5.5,377
"[35, 18, 10749]",427900,Home Again,5.9,659
"[28, 878, 53, 9648]",470114,24 Hours to Live,5.6,289
"[28, 878, 12]",456048,The Humanity Bureau,4.9,113
"[28, 18, 12]",438740,Салют-7,6.9,148
"[28, 18, 35, 53, 878]",364433,Lo chiamavano Jeeg Robot,7.5,1457
[18],342737,20th Century Women,7.4,504
"[28, 18]",350312,Baahubali 2: The Conclusion,7.0,252
"[28, 80, 53]",324542,Sleepless,5.8,702
"[12, 16, 35, 10751, 10402]",333667,Rock Dog,5.7,123
"[18, 10749]",420622,Professor Marston and the Wonder Women,7.3,364
"[10749, 16, 18, 10770]",21057,海がきこえる,6.4,122
"[53, 27]",203835,Amityville: The Awakening,5.4,638
"[53, 27, 14]",440597,Wish Upon,5.4,690
"[28, 80, 53]",9721,7 Seconds,4.7,80
"[36, 10749, 18]",354859,The Promise,7.1,195
[35],418667,Dear Dictator,6.0,49
"[27, 53]",334536,The Blackcoat's Daughter,5.7,254
"[18, 12]",414001,The Mercy,5.9,122
"[35, 18]",425980,Brad's Status,6.0,170
"[28, 18, 53]",464889,Sniper: Ultimate Kill,6.0,67
"[12, 18, 53]",390062,Jungle,6.2,817
"[10751, 36]",418680,Goodbye Christopher Robin,7.1,409
[18],429189,Wonder Wheel,6.3,714
"[16, 18, 9648]",339877,Loving Vincent,8.2,1200
"[53, 18]",433630,Inconceivable,5.7,143
"[53, 27, 18]",242606,Keep Watching,5.1,131
"[10402, 18, 10749]",440596,Kiss and Cry,7.5,222
"[53, 80, 18, 9648]",395458,Suburbicon,5.8,879
[18],394537,The Pirates of Somalia,6.9,68
"[18, 36]",397538,Borg vs McEnroe,7.1,548
"[28, 16, 35]",464882,Batman vs. Two-Face,6.2,67
"[10402, 12, 16, 10751, 14]",335360,My Little Pony: The Movie,6.8,137
"[18, 10749]",257785,Tulip Fever,6.4,307
"[53, 80, 9648]",339527,Solace,6.3,1258
"[18, 53]",337674,Elle,6.6,1003
"[35, 18, 10751, 14]",381289,A Dog's Purpose,7.2,1484
"[27, 53]",292280,The Bye Bye Man,5.1,678
"[18, 878]",400710,Flatliners,5.7,1249
"[18, 10752]",424488,Megan Leavey,7.1,378
"[878, 16, 28]",408647,Teen Titans: The Judas Contract,7.2,250
[35],345922,Fist Fight,6.0,708
"[18, 9648]",353066,The Vanishing of Sidney Hall,6.7,97
"[18, 14, 878]",339967,Colossal,6.1,1001
"[53, 27]",351211,Blair Witch,5.0,1094
"[14, 878, 53]",436274,Radius,6.3,162
[35],419700,Sandy Wexler,5.2,223
"[53, 27]",459928,12 Feet Deep,5.3,184
"[27, 12, 9648, 16, 28, 878]",400136,バイオハザード ヴェンデッタ,6.4,358
"[18, 80]",256569,Trespass Against Us,5.8,178
[99],432976,Icarus,7.8,293
[27],420245,Don't Knock Twice,5.1,350
"[18, 10749]",371447,Lovesong,5.9,93
"[28, 18, 9648]",347984,6 Days,5.9,325
"[18, 53]",331583,The Whole Truth,6.4,495
[35],345914,The House,5.7,474
"[18, 53]",375315,فروشنده,7.3,394
[12],451644,Dragonheart: Battle for the Heartfire,5.9,90
"[18, 14]",345938,The Shack,7.1,808
[27],463602,Slumber,5.0,167
"[27, 35]",413857,Tragedy Girls,5.9,139
"[35, 18, 10749]",370755,Paterson,7.1,736
"[28, 35]",412547,Killing Gunther,4.5,132
[18],383709,Wonderstruck,6.1,210
[18],445040,My Friend Dahmer,6.4,182
"[80, 18, 27, 9648, 53]",452507,1922,5.9,1245
"[28, 53]",302150,The Hunter's Prayer,5.7,175
"[16, 10751, 12, 14, 35]",323661,"Mune, le gardien de la lune",7.0,241
[18],401246,The Square,6.9,606
"[53, 10752]",345009,Mine,6.5,735
[35],487702,F*&% the Prom,5.5,165
"[18, 27, 10749, 53]",429467,The Lodgers,4.8,214
"[10749, 18, 9648]",401898,Thelma,7.1,368
"[35, 28, 12]",430682,Gun Shy,4.8,68
"[18, 10752]",293767,Billy Lynn's Long Halftime Walk,5.9,309
"[18, 12]",407890,Lean on Pete,6.9,133
"[10749, 18]",428493,God's Own Country,7.8,321
[27],354216,The Devil's Candy,6.3,342
"[28, 35, 878, 10770, 12]",438970,Sharknado 5: Global Swarming,4.2,135
"[35, 10749]",467248,Bring It On: Worldwide #Cheersmack,5.4,100
"[18, 36]",402298,Denial,6.7,349
"[28, 16, 878]",460790,Starship Troopers: Traitor of Mars,5.6,117
"[10749, 18]",434203,Newness,5.8,257
[18],340027,Brain on Fire,7.2,671
"[18, 35]",411741,Ingrid Goes West,6.5,427
"[10749, 10751]",488113,Christmas Wedding Planner,5.5,197
"[35, 18]",403431,Brigsby Bear,7.3,188
"[35, 80, 18, 9648]",338964,Bad Santa 2,5.2,416
[878],472744,The Gateway,5.4,38
"[10749, 10752, 35, 18]",340101,Their Finest,6.8,207
"[12, 878]",455839,Time Trap,6.4,76
[18],374473,"I, Daniel Blake",7.7,633
"[12, 16, 35, 10751, 10770, 14]",484510,Trolls Holiday,6.2,142
"[14, 35, 16]",445030,ノーゲーム・ノーライフ ゼロ,7.5,91
"[53, 10749, 18]",412105,You Get Me,5.6,1167
"[28, 12, 14, 10749, 16, 878]",413594,劇場版 ソードアート・オンライン -オーディナル・スケール-,7.6,236
"[27, 9648, 53]",331392,Eloise,4.9,92
"[53, 10752, 18]",334522,Alone in Berlin,6.5,196
"[27, 878, 53]",323370,The Diabolical,4.7,110
"[878, 28, 53]",423988,Kill Switch,4.7,132
[28],437291,Savage Dog,5.1,64
"[28, 16, 10751]",377897,Barbie: Spy Squad,6.0,93
"[28, 35, 27]",429733,Mayhem,6.4,222
"[53, 28]",195590,Collide,5.6,331
[28],445993,The Marine 5: Battleground,5.5,57
[27],409617,Killing Ground,5.8,109
[16],462677,ドラえもん のび太の南極カチコチ大冒険,8.7,10
[99],392011,Kedi,7.5,106
"[10751, 16, 12, 35]",335777,The Nut Job 2: Nutty by Nature,5.7,227
"[18, 37]",453278,The Rider,7.4,141
[18],414453,Columbus,7.3,130
"[80, 18, 36, 53, 10770]",363992,The Wizard of Lies,6.5,264
"[28, 80, 53]",461053,S.W.A.T.: Under Siege,5.2,86
"[28, 12, 878]",286567,Max Steel,5.2,383
[18],414425,Mudbound,7.6,590
"[28, 35, 878]",262841,Monster Trucks,5.9,414
[16],434757,Barbie Video Game Hero,6.1,51
[18],369894,Wakefield,6.2,165
"[18, 35]",419709,Last Flag Flying,6.9,193
"[36, 18, 10752, 28]",407887,인천상륙작전,6.0,86
"[18, 35]",347866,Hot Summer Nights,6.9,152
[18],300687,Same Kind of Different as Me,6.8,103
[35],306943,The Outcasts,6.4,340
"[35, 18]",244539,Infinitely Polar Bear,6.8,209
"[16, 14, 10752]",492606,Game of Thrones: Conquest & Rebellion,8.5,35
"[878, 27]",455551,The Recall,4.0,170
"[12, 16]",382190,ポケモン・ザ・ムービーXY&Z ボルケニオンと機巧のマギアナ,6.3,51
"[10751, 18]",457262,Rip Tide,6.0,272
"[9648, 80, 53]",323368,Hangman,5.8,201
"[53, 27, 878]",355193,Devil's Gate,4.8,75
"[18, 36]",347026,A United Kingdom,6.8,281
[18],410117,Lady Macbeth,6.5,275
[18],407449,Lucky,7.5,212
[35],417870,Girls Trip,6.8,968
"[28, 878, 53]",514690,Global Meltdown,4.5,13
"[53, 18, 28]",429450,판도라,6.8,97
"[14, 27, 9648, 53]",351460,Death Note,4.2,2475
"[10749, 18]",339419,Loving,6.7,529
"[878, 80, 9648]",411999,OtherLife,6.6,177
"[27, 18]",415010,Les affamés,5.4,123
"[14, 12, 16]",430447,メアリと魔女の花,7.1,336
"[878, 53]",475759,2048: Nowhere to Run,6.9,127
"[28, 35]",398177,Just Getting Started,4.9,94
"[28, 80]",441531,拆彈專家,6.6,38
"[18, 10749]",449749,The Leisure Seeker,7.3,236
[99],470401,Abducted in Plain Sight,6.3,122
[18],283591,The Secret Scripture,7.4,127
[35],433251,Naked,5.8,766
"[10751, 80]",429238,Coin Heist,5.4,173
[18],95608,The Only Living Boy in New York,6.2,116
[10749],449755,Christmas Inheritance,6.5,444
"[18, 53]",418437,Unforgettable,5.5,310
"[18, 53]",340584,Lavender,5.3,124
[18],339987,The Exception,7.0,179
"[10751, 16]",453191,Le Grand Méchant Renard et autres contes...,7.4,87
"[18, 36, 53]",390061,Mark Felt: The Man Who Brought Down the White House,5.8,214
[35],411873,The Little Hours,5.6,192
"[99, 10751]",464593,Earth: One Amazing Day,7.8,80
"[35, 27]",346671,Little Evil,5.7,520
[18],332979,Bleed for This,6.9,405
"[28, 80, 9648, 53]",471014,Wheelman,5.8,266
"[16, 18, 10752, 10751]",435129,The Breadwinner,7.9,277
"[18, 10752]",347629,Thank You for Your Service,6.3,149
"[16, 35, 10751]",411840,Surf's Up 2 - Wave Mania,5.8,65
[18],412202,Handsome Devil,7.1,340
"[28, 27, 53]",450932,Armed Response,4.6,50
"[53, 18]",428495,The Nile Hilton Incident,6.6,170
"[28, 18]",408266,Birth of the Dragon,5.7,172
[10749],483104,A Christmas Prince,6.7,813
[18],339408,The Birth of a Nation,6.5,328
"[28, 27]",404584,From a House on Willow Street,4.9,88
"[53, 10752, 18]",405775,The Wall,6.1,407
[53],452068,Drone,5.2,137
"[18, 35, 53, 80]",411405,Small Crimes,5.5,132
"[35, 10770]",458506,Tour de Pharmacy,6.7,82
"[10751, 16, 10749, 35]",455661,In a Heartbeat,8.3,684
"[53, 28]",430354,Bushwick,5.2,194
"[35, 10749, 16]",430214,夜は短し歩けよ乙女,8.1,46
"[10752, 18, 36]",403357,1898: los últimos de Filipinas,6.5,73
"[80, 18, 27]",408439,Hounds of Love,6.1,158
"[35, 80, 9648, 10770]",457840,Psych: The Movie,7.3,67
"[878, 16, 18, 27]",361705,"Psiconautas, los niños olvidados",7.5,39
"[28, 12]",413658,勇士之门,5.8,130
[35],457917,Fe de etarras,5.4,87
"[16, 18, 10751]",393559,Ma vie de courgette,7.8,591
[35],444706,Dave Chappelle: Deep in the Heart of Texas,7.9,96
"[36, 18, 10749]",377263,Frantz,7.5,342
"[18, 36, 10752]",433247,First They Killed My Father,7.5,249
"[878, 53]",436994,루시드 드림,6.5,74
"[53, 28, 80]",363343,रईस,6.6,104
[18],411976,Novitiate,6.6,62
"[18, 27]",409297,A Dark Song,6.1,191
"[27, 53]",407531,Bedeviled,5.0,162
"[16, 10751]",411221,Ozzy,5.8,73
[53],76812,Black Butterfly,6.3,290
[18],455558,9/11,4.8,96
"[9648, 53, 18]",363126,Berlin Syndrome,6.1,336
"[28, 18, 878, 16]",409421,ブラム,6.6,138
[27],436373,Primal Rage,5.3,50
"[35, 18]",300667,3 Generations,6.4,284
[18],392982,Marshall,7.3,257
"[18, 878, 53]",286538,Bokeh,5.3,147
[18],459950,Feed,7.3,141
[18],395993,Stronger,7.0,782
"[35, 18]",338768,Please Stand By,6.8,174
"[27, 35, 14]",461928,Anna and the Apocalypse,6.3,54
"[35, 10749, 27]",421131,The Carmilla Movie,7.9,70
[27],297160,XX,4.9,222
"[27, 14, 10402]",375742,Córki dancingu,6.5,88
[18],451657,Jusqu'à la garde,7.5,263
[28],449503,Kill 'em All,5.2,36
"[35, 878]",86828,Absolutely Anything,5.7,688
"[80, 18]",326285,American Pastoral,6.0,339
"[35, 18, 10752]",354287,War Machine,5.6,579
[18],467675,La Douleur,6.4,73
"[10752, 18]",383585,The Yellow Birds,6.2,50
"[53, 27]",398588,Dismissed,5.9,106
"[18, 53]",396940,Super Dark Times,6.5,250
"[80, 18, 9648, 53]",317091,November Criminals,5.1,328
"[14, 9648, 53, 18]",294795,The 9th Life of Louis Drax,6.4,253
"[18, 53, 10752]",399790,Churchill,6.1,150
"[18, 36, 35]",450322,The Man Who Invented Christmas,6.6,323
"[10749, 18]",430161,El faro de las orcas,7.1,94
[35],336890,Goon: Last of the Enforcers,5.7,138
"[18, 36, 10749]",359784,Maudie,7.7,125
"[12, 16]",366170,遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,6.7,75
[878],484886,Singularity,3.7,98
[18],337844,In Dubious Battle,5.9,67
"[878, 16, 28, 80]",461615,Mutafukaz,7.1,81
"[35, 12, 27]",433941,Dave Made a Maze,6.4,83
[18],438634,Estiu 1993,7.4,81
"[16, 12, 10751, 14]",476631,Barbie: Dolphin Magic,6.5,65
"[80, 18]",390584,King Cobra,5.9,274
"[9648, 80, 18, 53]",412302,Gemini,5.6,59
"[27, 14, 18, 9648]",333357,Stephanie,5.6,87
"[27, 35]",459202,Boo 2! A Madea Halloween,5.5,352
"[18, 36]",429662,Viceroy's House,6.7,146
[10749],375867,Paris Can Wait,5.4,98
[35],352501,All Nighter,5.7,100
"[35, 18]",353569,Table 19,6.0,604
"[18, 10749, 878, 53, 9648]",376134,The Discovery,6.2,651
"[18, 10749]",413998,My Cousin Rachel,5.5,335
"[18, 53]",413992,Sweet Virginia,6.0,116
"[16, 14, 9648]",362585,傷物語〈Ⅲ冷血篇〉,8.5,34
[53],301355,Message from the King,6.3,197
"[99, 10770]",467062,Spielberg,7.6,109
[18],336011,White Girl,5.6,221
[18],414770,アンチポルノ,6.7,67
"[28, 18]",426284,無限の住人,6.5,194
"[16, 35, 10751]",295693,The Boss Baby,6.4,4314
[99],469019,Jim & Andy: The Great Beyond,7.6,304
"[28, 80, 53]",388202,Arsenal,4.6,63
[35],369524,The Comedian,5.6,68
"[878, 28, 12, 35]",472054,Lazer Team 2,6.4,12
"[27, 9648, 878]",443319,Phoenix Forgotten,5.6,134
[35],422615,The Clapper,5.0,104
"[35, 80]",367462,68 Kill,5.0,50
"[878, 53]",473072,2036: Nexus Dawn,7.1,147
"[10751, 16, 14, 35]",362058,Снежная королева 3. Огонь и лед,7.5,14
"[27, 53]",375355,Don't Hang Up,5.7,208
[99],432602,An Inconvenient Sequel: Truth to Power,7.0,75
"[878, 18, 9648]",395814,Rememory,6.1,210
"[28, 18, 53]",262982,The Hollow Point,6.1,81
[18],334532,100 Streets,6.2,91
"[878, 35, 14, 99]",441829,Team Thor: Part 2,7.4,126
"[9648, 53]",345923,All I See Is You,4.9,311
"[18, 53]",301334,Una,6.4,103
"[28, 12, 18]",340442,Pilgrimage,5.9,126
"[28, 16, 878]",475946,ブレードランナー ブラックアウト 2022,7.4,146
"[10402, 18, 10749, 10770]",444902,Dirty Dancing,5.2,238
"[53, 80, 9648]",412000,Small Town Crime,6.6,97
"[18, 53]",393732,Mean Dreams,6.6,57
"[18, 9648, 10749]",316021,Frank & Lola,5.6,86
"[18, 10402]",402529,All Eyez on Me,6.4,695
"[18, 14, 9648]",374464,Planetarium,4.5,108
"[35, 18]",415401,The Party,6.4,229
"[35, 18, 10402]",426230,Band Aid,6.5,83
"[99, 10402]",448449,Whitney: Can I Be Me,6.3,104
"[10751, 14, 12, 16, 35]",378111,A Stork's Journey,5.3,60
[35],397442,Win It All,5.7,149
"[36, 27]",467239,Temple,3.9,88
"[18, 10749]",390056,Rebel in the Rye,6.9,102
"[53, 18, 878]",446827,Prodigy,6.7,43
"[35, 18]",396810,The Last Word,6.6,186
"[18, 16]",378108,この世界の片隅に,8.1,178
[35],419472,The Polka King,5.6,125
"[35, 18, 10749, 10402]",426030,Finding Your Feet,7.2,64
"[35, 10749, 18]",390059,Permission,4.8,69
"[18, 10751, 35]",404378,A Street Cat Named Bob,7.5,500
"[10749, 18]",398174,Film Stars Don't Die in Liverpool,6.7,74
"[35, 27]",472338,Victor Crowley,5.7,44
"[16, 14, 9648]",362584,傷物語〈Ⅱ熱血篇〉,8.4,38
"[53, 27]",433244,Clinical,5.3,199
"[53, 9648]",416166,The Institute,3.9,60
"[12, 18, 53]",428446,Walking Out,5.9,66
[18],30020,طعم گيلاس,7.3,139
"[16, 10751]",563710,Angela's Christmas,6.4,73
[35],449674,Louis C.K. 2017,7.4,131
"[16, 10751, 14]",366644,小门神,5.8,49
[18],424998,The Case for Christ,6.8,119
"[18, 10752]",390054,Sand Castle,6.4,348
[53],451156,Infidelity in Suburbia,4.3,13
[99],411019,I Am Not Your Negro,8.1,196
"[28, 35, 878]",401544,Death Race 2050,3.8,75
"[28, 878, 27]",461955,Rakka,7.1,89
[18],439154,Sage femme,6.0,66
"[18, 35]",436459,Almost Friends,6.1,81
"[18, 10749]",426238,Beach Rats,5.9,262
"[36, 18]",400020,Le jeune Karl Marx,7.0,126
"[53, 80, 18, 9648]",457962,Shimmer Lake,6.0,177
"[16, 10751]",430474,Deep,4.9,47
[35],346681,Wilson,5.8,195
"[35, 18]",429107,Beatriz at Dinner,5.8,100
[27],463015,Devil's Whisper,5.2,9
"[28, 12, 80]",463906,The Saint,5.1,133
[99],428612,Strong Island,6.6,51
[18],375098,The Show,5.9,88
"[27, 53, 10749]",486011,Like.Share.Follow.,5.2,65
"[27, 53]",416160,The Vault,4.7,187
"[18, 9648, 10749]",301372,Voice from the Stone,5.5,231
"[10770, 35, 10749]",447061,Red Nose Day Actually,7.4,130
[18],253154,Imperial Dreams,6.7,87
[18],426256,Patti Cake$,7.0,122
"[80, 53, 18]",414063,Le Fidèle,6.2,84
"[18, 10402, 10749]",330947,Song to Song,5.3,472
"[18, 9648, 80]",419835,Crooked House,6.4,339
[18],373546,Chuck,6.4,59
"[10749, 35]",431093,Everybody Loves Somebody,6.5,82
[35],432787,Fun Mom Dinner,5.7,116
[27],483737,Totem,4.8,64
"[10751, 14, 16]",433471,Lou,7.8,157
[27],369202,Bodom,5.2,92
[14],458354,Sleeping Beauties,4.3,4
[35],444705,Dave Chappelle: The Age of Spin,7.9,107
"[18, 36, 80, 53]",479309,The Lost Wife of Robert Durst,5.6,5
[18],375183,A Family Man,6.8,243
"[35, 27]",398798,The Night Watchmen,4.7,47
"[35, 53, 18]",369697,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,5.5,95
[35],433245,Take the 10,5.3,82
"[18, 9648, 53, 27]",423236,Ég Man Þig,6.4,64
"[16, 18, 14, 10751]",337703,La tortue rouge,7.6,555
[27],459068,Darkness Rising,3.8,36
[99],466485,Conor McGregor: Notorious,7.6,67
"[35, 27, 18]",434873,It Stains the Sands Red,5.2,89
"[27, 18, 53, 9648]",420707,Cage Dive,4.4,143
"[53, 9648]",324538,Damascus Cover,5.5,24
"[18, 80, 53]",423414,Last Rampage,6.0,13
[18],291869,I Am Michael,5.9,124
[35],488223,Dave Chappelle: Equanimity,7.6,74
[18],353728,Closet Monster,7.2,163
[35],485504,El Camino Christmas,5.8,133
[35],458310,Hasan Minhaj: Homecoming King,7.9,63
"[99, 10770]",410718,Before the Flood,7.9,387
"[27, 9648, 53]",403368,Havenhurst,5.0,61
"[18, 10749, 53, 9648]",429070,Les Fantômes d'Ismaël,5.7,82
"[18, 10749]",342472,1 Mile To You,6.6,103
"[10749, 18, 80]",408873,Kings,6.1,64
"[18, 35, 14]",330764,Le tout nouveau testament,6.6,768
[37],455675,Hickok,4.8,47
[35],470472,The Wilde Wedding,5.8,32
"[18, 80]",396774,Bomb City,7.4,76
"[18, 36, 37]",468210,Sweet Country,6.8,67
"[16, 35, 18, 10749]",37100,劇場版 美少女戦士セーラームーンＲ,7.5,32
"[35, 80, 18, 53]",425591,I Don't Feel at Home in This World Anymore,6.6,595
"[16, 10751, 9648, 35, 37]",427564,Scooby-Doo! Shaggy's Showdown,6.7,30
"[28, 53]",443700,Altitude,4.4,57
"[10751, 14]",476549,Escape from Mr. Lemoncello's Library,5.0,14
"[28, 18, 27, 53]",433945,東京喰種 トーキョーグール,6.3,76
"[53, 28, 80]",432836,살인자의 기억법,7.4,58
[18],353575,LBJ,6.6,65
"[35, 18]",408272,Catfight,5.6,83
"[35, 18]",397601,The Bachelors,7.0,61
"[16, 80, 99]",381028,Tower,7.8,102
"[53, 27, 9648]",359228,Ghost House,5.1,58
"[35, 10749]",412209,Tramps,6.1,111
"[35, 16, 12]",439058,Hey Arnold! The Jungle Movie,7.8,63
"[10749, 35]",432789,The Incredible Jessica James,6.3,112
"[10402, 99]",481850,Demi Lovato: Simply Complicated,8.4,88
"[10770, 9648, 80, 18]",436398,Dead Over Heels: An Aurora Teagarden Mystery,6.5,19
