genre_ids,id,original_title,vote_average,vote_count
[35],119452,Bill Bellamy: Crazy Sexy Dirty,5.5,1
[18],114566,Cartas a Elena,5.5,2
[],105785,"Life, Love, Soul",5.5,2
[18],105675,Paraísos artificiales,5.5,2
[53],273516,The Silent Thief,5.4,5
[18],266235,Fray,5.4,4
[28],203810,Meltdown,5.4,4
[99],86850,The Island President,5.4,5
"[28, 53]",141999,Allegiance,5.4,11
[],401064,B4,5.3,3
"[35, 10749]",244626,Anything but Christmas,5.3,3
"[99, 10402]",192995,Jake Shimabukuro: Life on Four Strings,5.3,3
"[18, 878]",186823,Vacuity,5.3,3
[],176069,Foreign Letters,5.3,3
"[35, 18, 10749]",173178,Falling Uphill,5.3,3
[99],135338,They Come to America,5.3,3
[878],133571,Grounded,5.3,3
"[12, 35, 18, 10751]",180767,Sedona,5.3,5
[35],119433,Todd Barry: Super Crazy,5.3,5
[10751],302413,La pelea de mi vida,5.3,2
[18],286483,Roses,5.3,2
[27],283224,Death Rattle,5.3,2
"[18, 53]",259142,Water on Mars,5.3,2
[18],254968,Bloodline,5.3,2
[99],251082,The Reality of Me,5.3,3
"[10402, 10751]",245126,Valentina Lisitsa: Live at the Royal Albert Hall,5.3,2
"[18, 35]",185727,"Yes, I'm Gary",5.3,2
[18],154851,Broken Roads,5.3,2
[99],146748,The Legend of Zelda: Timeline,5.3,2
[10402],144626,Paul McCartney: Live Kisses,5.3,2
"[35, 28]",130353,Dust Up,5.3,4
"[35, 18]",119161,วาเลนไทน์ สวีทตี้,5.3,2
[18],157919,Knife Fight,5.2,20
[99],102863,Meanwhile in Mamelodi,5.2,3
"[18, 10749]",362609,Surviving Family,5.1,4
[16],110038,The Chase,5.1,5
[99],591255,Strictly Irish Dancing,5.0,1
"[35, 10751]",563599,The Curse of the Un-kissable Kid,5.0,1
[],489249,2 Days: Portrait of a Fighter: Brandon Rios,5.0,1
[99],489023,2 Days: Adrien Broner (HBO Sports),5.0,1
"[18, 10749]",470731,The Apple Tree,5.0,1
[],459901,The Joy Of The Single,5.0,2
[99],458917,Good Farm,5.0,1
"[28, 878]",458473,Y: The Last Man Rising,5.0,2
"[35, 80, 28]",444662,The Fake,5.0,1
[27],438937,The Slender Man,5.0,3
[99],421751,Warp and Weft: A Snapshot of Raw Denim in the United States,5.0,1
[],410208,"Swords, Knives, Very Sharp Objects and Cutlery",5.0,1
[],410027,Mold,5.0,1
[],409993,Pizza Shop,5.0,1
[],409782,Gooby Pls,5.0,1
[],408849,The Hiccup,5.0,1
[99],401342,Ben's Vortex,5.0,1
[27],395681,Grave Torture,5.0,1
[35],354373,Love and Germophobia,5.0,1
[878],352545,Star Trek Secret Voyage: Whose Birth These Triumphs Are,5.0,1
[27],334749,Blood Rites,5.0,1
"[14, 18]",334209,Waiting For You,5.0,1
[27],332279,House of Horrors: Gates of Hell,5.0,2
[],331171,Camel Caravan,5.0,1
[],326647,Check Your Body at the Door,5.0,1
[],325906,Spectres,5.0,2
[],307769,Mr. Nookayya,5.0,1
[99],305514,Jerry & Maggie: This Is Not Photography,5.0,1
[],297844,Postcard From 1952,5.0,1
"[28, 12, 18]",296127,Shattered,5.0,1
"[878, 14, 27]",285067,Dark Surface,5.0,1
[35],279572,Becoming Blond,5.0,1
[],278436,Sam,5.0,1
[],273593,Thomas & Friends: A Very Thomas Christmas,5.0,1
[27],263009,Deadly Presence,5.0,1
[35],259539,The Man from Orlando,5.0,1
[99],259438,In Search of Avery Willard,5.0,1
"[18, 28]",258811,Soldier of Destiny,5.0,1
"[27, 35]",255754,Dead Kansas,5.0,1
"[16, 27]",243132,Claycat's Evil Dead II,5.0,1
"[35, 27]",231994,The Mistake,5.0,1
"[28, 18]",226985,Vendetta,5.0,1
[27],222465,A Zombie Invasion,5.0,3
[99],218065,Wild Alaska,5.0,1
"[35, 18]",212192,Broken Specs,5.0,1
[18],210516,Dakota,5.0,1
"[18, 35, 9648]",208472,Dead Herring,5.0,1
[],202629,Cherry Waves,5.0,1
"[99, 18]",188073,Not Yet Begun to Fight,5.0,1
"[18, 10749]",177354,Stud Life,5.0,1
"[10402, 99]",177258,Modest Mouse: The Lonesome Crowded West,5.0,1
[],166169,Life and Freaky Times of Uncle Luke,5.0,1
[99],163316,Wildness,5.0,1
[],159825,Catnip: Egress to Oblivion?,5.0,2
[53],159522,Profane,5.0,1
[],154860,Must Come Down,5.0,1
"[35, 10749]",154770,Prazdnik Vzaperti,5.0,1
[18],152226,Open Five 2,5.0,1
[99],147841,El Medico: The Cubaton Story,5.0,2
[27],146038,Paranormal Case Files: Ghost Investigations,5.0,2
[99],145196,Money and Medicine,5.0,1
[],143366,Stealing Summers,5.0,1
[],142581,The Normals,5.0,2
[],140838,Horgasm: A Love Story,5.0,2
[99],138303,The Russian Winter,5.0,1
[99],138294,High Ground,5.0,1
[10751],138292,Trooper and the Legend of the Golden Key,5.0,1
[10751],136074,Little Monsters,5.0,2
[35],135205,Pictures of Superheroes,5.0,1
[99],133734,Doctored,5.0,1
[99],132887,First Cousin Once Removed,5.0,1
[18],129113,Menatek Ha-maim,5.0,1
[99],127929,Death By China,5.0,3
[],121127,Earrings,5.0,1
"[18, 35]",118976,ปัญญา เรณู 2,5.0,1
[878],118723,L5,5.0,1
[10402],113311,Simply Red: Live at Montreux 2003,5.0,1
[99],108540,Bill W.,5.0,1
[],108207,Empire Builder,5.0,1
"[18, 10749]",106474,You Hurt My Feelings,5.0,1
[99],105677,The Beat Hotel,5.0,1
[],103829,The Mechanical Bride,5.0,1
"[99, 10752]",102596,Follow Me: The Yoni Netanyahu Story,5.0,1
[99],100813,Koch Brothers Exposed,5.0,1
[],99395,Un Mundo Secreto,5.0,3
[18],98068,Pilgrim Song,5.0,1
[],97572,Walk Away Renee,5.0,1
[99],96090,Seeking Asian Female,5.0,2
"[18, 28, 53]",91972,M,5.0,1
"[27, 53]",91319,1313: Bigfoot Island,5.0,1
"[35, 18, 10751]",89596,Reuniting the Rubins,5.0,2
"[99, 10402]",87383,The Doors: Mr. Mojo Risin' - The Story of LA Woman,5.0,4
[99],84307,Love Free or Die,5.0,1
[99],84186,China Heavyweight,5.0,1
[18],81634,Jean Gentil,5.0,1
[53],187263,"You Lie, You Die",4.9,12
[18],397739,Here Build Your Homes,4.8,3
[99],168890,Genetic Roulette: The Gamble of our Lives,4.8,5
"[99, 36]",348090,The Black Kung Fu Experience,4.8,2
[],273508,Ready or Not,4.8,2
[16],106184,Kagemono: The Shadow Folk,4.8,2
[53],182349,Love Sick Love,4.7,9
[10751],333493,Changing Hearts,4.7,3
[],282726,Una Furtiva Lagrima,4.7,3
[18],182534,Meant to Be,4.7,3
"[18, 10402]",150030,Life Is Not a Fairytale: The Fantasia Barrino Story,4.7,3
"[18, 10749]",98560,The Diary of Preston Plummer,4.7,3
[27],401479,The Year After Infection,4.6,4
[18],115251,The Southern Belle,4.6,4
[18],118278,Stolen Child,4.6,8
[27],476676,Daddy,4.5,2
[],366762,Deflated,4.5,2
"[53, 18]",303682,Mother's Milk,4.5,2
"[35, 18]",292600,The Most Girl Part of You,4.5,2
"[9648, 99, 10752]",283187,Human Lampshade: A Holocaust Mystery,4.5,2
"[9648, 27]",276328,The Death of April,4.5,2
"[99, 10402]",255650,Behind a Hill,4.5,2
"[53, 878]",228238,The Phoenix Rises,4.5,3
[99],218348,I Am Street Fighter,4.5,3
[],203893,Pokémon: The After Years,4.5,2
[],182970,Hellion,4.5,2
"[28, 99]",181274,Choose Your Adventure,4.5,2
[],168878,Because I Love You,4.5,2
"[18, 35, 10749]",168873,Всё просто,4.5,2
[],167957,Gut Renovation,4.5,2
[99],147165,Underwater Thailand: Swimming with Sharks,4.5,2
[],121096,Tumbleweed!,4.5,2
[99],116876,"One Nation Under Dog:  Stories of Fear, Loss and Betrayal",4.5,2
"[99, 10402]",116771,Mark Kozelek On Tour: A Documentary,4.5,1
[37],115033,Goodnight for Justice: The Measure of a Man,4.5,3
[35],111240,Richard's Wedding,4.5,2
[18],97684,Francine,4.5,2
[27],289442,Closed Circuit Extreme,4.4,4
[],298776,3 of a Kind,4.3,3
"[28, 27, 878]",149234,War of the Worlds the True Story,4.3,7
[10402],295250,Neil Young with Crazy Horse - Psychedelic Pill,4.3,2
"[99, 36]",286176,Grand Kankakee Marsh: Everglades of the North,4.3,2
[10402],284731,The Blues Broads,4.3,2
[99],281664,Without a Fight,4.3,2
[10402],238670,The 'Ring' Without Words,4.3,2
[35],230090,Steve Harvey's Grand Finale,4.3,2
[99],215258,Seeds of Death: Unveiling the Lies of GMOs,4.3,2
"[99, 10402]",206883,I Am Not a Rock Star,4.3,2
[10402],171230,Thuy Nga Paris By Night 105,4.3,2
[27],168253,She's Not Alone!,4.3,2
"[28, 99, 12]",142293,Bending Colours,4.3,2
[35],138154,OMG,4.3,2
[18],132059,Southern Girls,4.3,2
"[12, 99]",127708,Halo Effect,4.3,2
[10402],126785,"Crosby, Stills & Nash - CSN 2012",4.3,2
[99],110541,Strength in Numbers,4.1,4
"[80, 18, 53]",519960,Loop,4.0,1
[27],495717,Attacked on Set,4.0,1
"[10749, 18]",424993,Ellen Is Leaving,4.0,1
[],416926,Kiss Me,4.0,1
[],397134,Teenape Vs. The Monster Nazi Apocalypse,4.0,1
"[878, 16, 12, 10751, 14]",371888,Spacebound,4.0,1
[99],364296,Watchers 4: On the Edge,4.0,1
[878],288809,Cybornetics,4.0,1
[],279673,Ghost Attack on Sutton Street: Poltergeists and Paranormal Entities,4.0,1
[],273759,419,4.0,1
[27],273725,Slaughter Daughter,4.0,1
[99],245963,Milk?,4.0,1
"[35, 16, 27]",242552,Hamster Hell,4.0,1
"[27, 28]",236816,Nightscape,4.0,5
"[27, 28]",227281,Just the Vampire Hunter,4.0,1
[],217899,Postscript,4.0,1
"[27, 878]",213476,House of Ghosts,4.0,1
[99],206397,Lynching Charlie Lynch,4.0,2
[10402],203385,Guitar Artistry Of: Harry Manx - Raga Meets The Blues,4.0,1
[53],202437,No One Will Know,4.0,2
[99],197048,DGK: Parental Advisory,4.0,3
[],189939,Blood Reunion,4.0,1
[35],178980,Burlesque Assassins,4.0,4
[],167437,Madonna: Live at the Olympia,4.0,3
[],152622,Backstage at Budz House,4.0,2
[],150908,Reveal The Path,4.0,1
[10402],149764,Oscar Peterson's  Easter Suite,4.0,2
[],142362,"Café Regular, Cairo",4.0,1
"[80, 28]",142315,Cartel War,4.0,1
[35],137312,Red Flag,4.0,3
"[18, 14]",123943,Rest,4.0,1
[],122280,The Music Teacher,4.0,1
[99],109695,Cocaine Unwrapped,4.0,1
"[37, 53]",109440,1313: Billy the Kid,4.0,2
[18],105591,Faust's Other: An Idyll,4.0,1
"[18, 35]",133082,El muerto y ser feliz,3.9,5
[35],168042,Money Shot,3.8,3
[],143602,Reboot,3.8,5
"[9648, 18, 27]",413469,Leaving D.C.,3.8,4
[10402],306989,Aerosmith: Videos from Another Dimension,3.8,2
"[18, 10751]",267919,I Fenicotteri,3.8,2
"[28, 53, 27]",176990,Sorority Party Massacre,3.8,16
[10402],172020,Return To Forever - The Mothership Returns,3.8,2
[99],132097,"Dear Suburbia,",3.8,2
[10402],123083,The Goat Rodeo Sessions Live,3.8,2
[35],112825,Coffees,3.8,2
"[35, 10770]",87426,Paul Mooney: The Godfather of Comedy,3.8,2
"[10752, 18]",330793,Happy New Year,3.7,3
"[14, 27]",293188,Blue Hole,3.7,3
[99],184701,Feast of the Assumption: BTK and the Otero Family Murders,3.7,3
"[10770, 28, 18, 9648]",140853,Cyber Seduction,3.7,3
"[80, 27]",301122,MP2V,3.5,2
"[18, 27, 9648, 53]",255921,Indemnity: Rage of a Jealous Vampire,3.5,2
"[18, 53]",229890,A Handful of Pennies,3.5,2
[878],228086,Avarice,3.5,1
"[16, 12, 35]",223605,Sir Billi,3.5,5
[99],192196,Monseñor: The Last Journey of Óscar Romero,3.5,2
[],179012,Man from Shaolin,3.5,1
[10402],155029,Hammerfall: Gates of Dalhalla,3.5,1
[27],120764,Mommy's Little Monster,3.5,1
[27],102111,Cougars,3.5,2
[27],378632,Return to Blood Fart Lake,3.3,2
[99],365512,Naran Ja,3.3,4
[],290669,Deliverance from Evil,3.3,2
[35],191379,Return of the Moonwalker,3.3,4
[99],74194,Nazi UFO Conspiracy,3.3,3
[],509137,To Fetch a Predator,3.0,1
[],469702,Project October,3.0,1
"[18, 878]",367346,At the end,3.0,1
[18],304037,Steve Phoenix: The Untold Story,3.0,2
[],291278,The Invaders: Genesis,3.0,1
[],278024,New World Order,3.0,1
[18],272800,Korzina,3.0,1
[27],271050,Gallery Of Fear,3.0,2
[27],270630,Horror House,3.0,1
[35],250624,Jay Mohr: Funny for a Girl,3.0,2
[18],232097,Somebody's Child,3.0,1
[27],201642,Sloppy the Psychotic,3.0,1
[],192179,Liars Fires and Bears,3.0,3
"[99, 35]",187566,The Exquisite Corpse Project,3.0,3
[10751],186592,Winning Favor,3.0,2
[],160798,Beautiful Planet - Spain & Portugal,3.0,1
"[18, 27, 53]",100082,American Maniacs,3.0,2
[35],94471,Ralphie May: Too Big to Ignore,3.0,2
[99],217362,A.K.A. Doc Pomus,2.8,2
"[18, 53]",186062,Roulette,2.8,2
[18],433500,Here,2.5,2
[18],259124,Model Minority,2.5,2
[],253245,Rascal Flatts: All Access and Uncovered: The Making of Changed and Beyond,2.5,1
[],173718,New Order,2.5,4
[80],160758,A Dangerous Place,2.5,2
"[35, 80]",283543,"""Legitimate Rape"" Pharmaceutical Ad",2.3,2
[35],153976,Dance Fu,2.3,2
[878],150061,Prometheus Trap,2.2,3
[35],544983,The Chauffeur,2.0,1
[35],468083,Fifty Shades of Blue,2.0,3
[27],410653,Undead Apocalypse,2.0,1
[27],351743,Camera Phone,2.0,1
[27],297461,Off Season,2.0,1
[],288505,Creeping Crawling,2.0,2
"[80, 18]",275570,Stitch in Time,2.0,1
[878],260622,Dystopia: 2013,2.0,1
[99],232291,The War on Health: The FDAs Cult of Tyranny,2.0,1
[],222391,The Freedom of Silence,2.0,1
"[53, 27, 18]",167401,Backroad,2.0,1
[],160560,Uwharrie,2.0,1
[],147484,101 Zombies,2.0,1
"[27, 53]",141899,The Fugue,2.0,2
[],141618,WaterWalk,2.0,1
"[27, 878]",136549,After the Dawn,2.0,1
[28],132066,Last Words,2.0,1
[],119723,Zombified,2.0,1
"[878, 14]",103710,1313: Bermuda Triangle,2.0,3
[878],102156,Dark Watchers: The Women in Black,1.7,3
"[27, 18]",262267,Darkest Night,1.6,4
[14],339503,Iconoclast,1.5,2
[],278359,William and Kate: A First Anniversary Celebration,1.5,1
"[53, 27]",275950,Face: A Frat Party Massacre,1.5,2
[27],275203,Locked in a Room,1.5,2
"[53, 80, 9648]",228080,My Name Is 'A' by Anonymous,1.5,2
"[28, 14, 53]",220850,Divination,1.5,2
"[10751, 35]",138186,Вождь разнокожих,1.5,2
[],309955,"The Video Diary of Madi O, the Final Entries",1.3,3
"[35, 12]",152869,Iskateli Priklyucheniy,1.3,3
[878],95757,1313: UFO Invasion,1.2,3
[99],513918,Narco Bling,1.0,1
"[28, 18, 10751]",405547,Cool Cat Stops Bullying,1.0,1
[],383148,A Few Brains More,1.0,1
"[53, 80, 27]",305037,EXHIBIT X,1.0,1
"[36, 99]",288226,Something From Nothing: A Conversation with Richard Dawkins and Lawrence Krauss,1.0,1
[],279948,Paranormal Haunting: The Curse of the Blue Moon Inn,1.0,1
[35],270603,Roundabout American,1.0,1
[],269786,The Tale of the Voodoo Prostitute,1.0,1
"[35, 10749]",259542,Life's an Itch,1.0,1
[27],252567,Community Service the Movie,1.0,1
[27],223106,The Haunting of Pearson Place,1.0,1
[35],222662,Trashology,1.0,2
[28],216749,HBO Boxing: Pacquiao vs Marquez IV,1.0,1
"[10749, 18]",211652,Любовь в СССР,1.0,1
[99],176646,"Big Guns, Bigger Heroes: The 1980's and the Rise of the Action Film",1.0,1
[],158341,Elvis Found Alive,1.0,1
"[27, 53]",140839,Immortal Kiss: Queen of the Night,1.0,1
"[10751, 16]",134644,The Adventures of Scooter the Penguin,1.0,1
[],132080,Suddenly Single,1.0,1
"[35, 10770]",123224,Felipe Esparza: They're Not Gonna Laugh At You,1.0,1
[35],116330,Elephant Sighs,1.0,1
[],105892,Alien from Area 51: The Alien Autopsy Footage Revealed,1.0,1
"[35, 10749]",101723,Prikazano Zhenit,1.0,1
"[28, 18, 53]",64932,Blood Fare,1.0,1
[],399800,ECW: Bloodsport - The Most Violent Matches,0.5,1
"[99, 10402]",177570,All Ages: The Boston Hardcore Film,0.5,1
[],152827,Strategic Relocation,0.5,1
"[18, 10751]",74114,Slow Fade,0.5,2
"[18, 10749]",72377,American Marriage,0.5,2
"[99, 10402]",55000,One of My Kind,0.5,2
"[35, 10749]",229951,"Pass the Salt, Please",0.0,1
[16],142377,Belly,0.0,1
"[28, 12, 878]",68721,Iron Man 3,6.9,14155
"[28, 12, 14]",76338,Thor: The Dark World,6.7,10171
"[80, 18, 35]",106646,The Wolf of Wall Street,7.9,12411
"[878, 53, 18]",49047,Gravity,7.2,9586
"[28, 12, 14, 878]",49521,Man of Steel,6.5,9758
"[16, 12, 10751]",109445,Frozen,7.3,9767
"[18, 28, 12, 14]",64686,47 Ronin,6.0,2080
"[878, 27, 53]",158015,The Purge,6.2,4797
"[14, 28, 35, 80]",49524,R.I.P.D.,5.6,2047
"[12, 14, 28]",57158,The Hobbit: The Desolation of Smaug,7.6,7739
"[28, 12, 878]",54138,Star Trek Into Darkness,7.4,6182
"[16, 10751]",62211,Monsters University,7.0,6362
"[12, 28, 878]",101299,The Hunger Games: Catching Fire,7.4,11170
"[16, 35, 10751]",93456,Despicable Me 2,6.9,7319
"[27, 53]",138843,The Conjuring,7.5,5912
"[28, 878, 12, 9648]",75612,Oblivion,6.5,6850
[35],109439,The Hangover Part III,6.1,5130
"[35, 10749]",156711,Austenland,6.6,283
"[16, 10751, 35]",109451,Cloudy with a Chance of Meatballs 2,6.4,1679
"[27, 53]",76617,Texas Chainsaw 3D,5.3,780
"[28, 53]",107846,Escape Plan,6.7,2799
"[878, 28, 18, 53]",68724,Elysium,6.4,5406
"[28, 80, 53]",70074,Bullet to the Head,5.4,681
"[878, 28, 53]",87421,Riddick,6.2,2852
"[18, 10749]",86331,Q,4.4,180
"[28, 35, 80]",136795,The Heat,6.6,2441
"[28, 878, 12]",68726,Pacific Rim,6.8,7632
"[53, 18]",134411,Snitch,5.9,1493
"[53, 80]",75656,Now You See Me,7.4,9871
"[53, 80, 28, 35]",134374,Pain & Gain,6.1,2500
"[18, 36]",76203,12 Years a Slave,7.9,6631
"[28, 12, 18, 9648, 10749, 14]",123553,The Mortal Instruments: City of Bones,6.3,2915
[35],4258,Scary Movie 5,4.7,1494
"[28, 12, 16, 35, 10751, 14]",49519,The Croods,6.8,3873
"[28, 53]",136418,Hummingbird,6.0,861
"[14, 27, 28]",60304,Hansel & Gretel: Witch Hunters,5.9,4548
"[10749, 878, 18]",152601,Her,7.9,7776
"[28, 80, 53]",76640,The Last Stand,5.9,1692
"[28, 53]",47964,A Good Day to Die Hard,5.2,4437
"[12, 10751, 14]",76285,Percy Jackson: Sea of Monsters,5.9,3109
"[878, 28, 12]",80274,Ender's Game,6.6,3558
"[28, 18, 53]",109424,Captain Phillips,7.6,3909
"[28, 18, 10752]",193756,Lone Survivor,7.4,2289
"[18, 10749]",64682,The Great Gatsby,7.4,7120
"[27, 12, 28]",7131,Van Helsing,6.1,3047
"[12, 28, 878, 53]",72559,G.I. Joe: Retaliation,5.5,3883
"[14, 18, 35, 10749, 10751]",2280,Big,7.0,1813
"[28, 35, 80, 53]",146216,RED 2,6.5,2368
"[28, 80]",119283,Parker,5.8,1868
"[16, 10751]",77950,Turbo,6.1,1758
"[28, 35, 80]",136400,2 Guns,6.5,2368
"[28, 12, 80]",59859,Kick-Ass 2,6.4,3785
"[35, 80]",138832,We're the Millers,6.8,5231
"[18, 28]",96721,Rush,7.7,3877
"[28, 18, 27, 878, 53]",72190,World War Z,6.7,9132
"[28, 53]",204082,Homefront,6.5,1410
"[878, 28, 12]",82700,After Earth,5.1,4154
"[18, 53, 80]",146233,Prisoners,8.0,5785
"[27, 53]",91586,Insidious: Chapter 2,6.6,2279
"[35, 18, 878]",122906,About Time,7.9,3981
"[16, 12, 10751, 14]",116711,Epic,6.4,1670
"[16, 10751, 12, 35]",151960,Planes,5.8,874
"[28, 53]",117263,Olympus Has Fallen,6.2,4086
"[28, 12]",98567,十二生肖,6.0,377
[18],103663,Jagten,8.0,1634
"[18, 27]",133805,Carrie,5.9,2681
"[35, 18, 10749]",157386,The Spectacular Now,6.6,1801
"[28, 12, 27, 53]",171424,The Green Inferno,5.2,619
"[53, 80, 18]",98357,Broken City,5.9,814
"[35, 80]",109431,Identity Thief,5.8,2230
"[14, 12, 10751]",68728,Oz the Great and Powerful,5.8,4829
"[28, 16, 9648]",142061,"Batman: The Dark Knight Returns, Part 2",7.9,689
"[27, 35, 10749]",82654,Warm Bodies,6.3,4109
"[28, 18]",76544,Man of Tai Chi,6.0,432
[18],122126,후궁: 제왕의 첩,5.8,31
[27],109428,Evil Dead,6.4,2664
"[28, 12, 878, 14]",211387,Marvel One-Shot: Agent Carter,7.6,341
"[80, 18, 28, 53]",82682,Gangster Squad,6.3,2527
"[28, 18, 53]",117251,White House Down,6.4,2817
"[18, 80]",97367,The Place Beyond the Pines,6.9,2781
"[14, 10751, 35, 16]",77931,The Smurfs 2,5.7,1200
[35],87818,Movie 43,4.4,1332
"[10749, 35, 18]",138697,Don Jon,5.9,2709
"[28, 12, 10751, 14]",81005,Jack the Giant Slayer,5.6,3403
"[35, 28, 878]",107985,The World's End,6.7,2990
[18],103731,Mud,7.0,1592
"[28, 12, 37]",57201,The Lone Ranger,6.0,3789
"[18, 80]",168672,American Hustle,6.8,4443
"[10749, 878, 18, 14]",58244,Upside Down,6.2,1645
"[18, 36]",152532,Dallas Buyers Club,7.9,4961
"[16, 18, 10751, 14]",110420,おおかみこどもの雨と雪,8.2,1056
[35],109443,Anchorman 2: The Legend Continues,6.1,1408
[27],132232,Mama,6.1,2421
"[14, 878, 16, 28, 12]",183011,Justice League: The Flashpoint Paradox,7.5,738
"[27, 53]",167032,Curse of Chucky,5.7,722
"[10749, 18]",132344,Before Midnight,7.4,1039
[35],9352,EuroTrip,6.5,1205
"[878, 53, 27]",145135,Dark Skies,6.1,1004
"[80, 35, 28]",112205,The Family,6.2,1647
"[16, 35, 12, 10751]",121734,Las aventuras de Tadeo Jones,5.8,264
"[53, 27, 80]",207768,I Spit on Your Grave 2,6.1,500
"[28, 12, 10749, 878, 53]",72710,The Host,6.2,2788
"[27, 53, 9648]",83899,You're Next,6.6,1258
"[28, 80, 53]",180894,Ninja: Shadow of a Tear,6.2,134
"[18, 53, 9648, 28]",87516,Oldboy,5.9,1032
"[80, 53]",158011,The Call,6.7,1779
"[16, 18, 10749]",198375,言の葉の庭,7.5,859
[35],109418,Grown Ups 2,5.9,2090
[18],109410,42,7.0,1028
[35],87567,The Big Wedding,5.8,678
"[14, 18, 10749]",109491,Beautiful Creatures,5.7,1826
"[12, 10749]",222230,Angélique,6.5,64
"[14, 12, 10751, 18, 878]",175774,Rubinrot,6.9,706
"[16, 35, 10751]",175574,Free Birds,5.8,410
"[27, 53, 35, 28]",167575,Hatchet III,5.5,148
"[878, 53]",174772,Europa Report,6.2,723
"[28, 80]",146227,Getaway,5.1,380
"[12, 35, 18, 14]",116745,The Secret Life of Walter Mitty,7.1,4859
"[18, 27, 53]",86825,Stoker,6.6,1282
"[18, 80]",122081,Spring Breakers,5.0,2495
"[28, 35]",109414,This Is the End,6.2,3789
"[28, 878, 53]",156717,Death Race: Inferno,5.5,364
"[53, 878]",220289,Coherence,7.3,1240
"[16, 10751, 12]",77951,Walking with Dinosaurs,5.4,210
"[53, 80, 18]",109091,The Counselor,5.1,1072
[18],86829,Inside Llewyn Davis,7.2,1400
"[12, 14]",11976,Legend,6.2,509
"[18, 14, 53]",102780,Byzantium,6.2,468
"[35, 18]",160588,Blue Jasmine,7.0,1983
"[80, 53, 18]",146238,Runner Runner,5.6,761
"[18, 53]",172803,Hours,6.5,404
"[28, 80, 53]",106747,Machete Kills,5.5,1079
"[53, 28, 80, 18]",102362,Dead Man Down,6.0,866
"[53, 80]",199373,The Frozen Ground,6.3,762
"[18, 53]",127517,Disconnect,7.1,681
"[18, 53, 80]",77987,Only God Forgives,5.8,1396
"[18, 10749]",192145,Third Person,5.9,342
"[35, 18, 10749]",174321,The English Teacher,5.7,211
[18],169813,Short Term 12,7.9,702
"[27, 9648, 53]",9022,All the Boys Love Mandy Lane,5.5,326
"[35, 18]",147773,The Way Way Back,7.1,1043
[18],179144,La grande bellezza,7.4,1518
"[28, 12, 18]",152747,All Is Lost,6.6,949
"[18, 10749]",60281,To the Wonder,5.9,266
"[16, 10751, 14]",196254,Barbie: Mariposa and The Fairy Princess,6.5,133
"[27, 18, 53]",150202,The Haunting in Connecticut 2: Ghosts of Georgia,5.7,272
[35],107811,21 & Over,5.7,1020
[28],251749,4 มหากาฬพญายม 2,7.0,18
"[16, 12]",146381,Justin and the Knights of Valour,5.5,148
[27],160070,Apartment 1303 3D,3.7,171
"[16, 28, 12]",166076,Superman: Unbound,6.4,167
"[16, 12, 10751]",172391,Khumba,5.6,129
[18],157354,Fruitvale Station,7.4,645
"[35, 18]",152737,August: Osage County,6.9,843
"[35, 18, 36]",140823,Saving Mr. Banks,7.4,2050
"[53, 80, 18, 9648]",68727,Trance,6.6,1348
"[28, 18, 53]",11123,Earthquake,5.7,124
"[18, 36, 10749]",111473,The Invisible Woman,6.0,114
"[35, 80]",209247,The Art of the Steal,6.2,305
"[53, 878, 18]",97370,Under the Skin,6.1,1781
"[18, 12]",129670,Nebraska,7.4,967
"[18, 9648]",152780,Le passé,7.3,252
"[53, 80, 18]",109421,Side Effects,6.5,1879
"[35, 18]",121986,Frances Ha,7.4,624
[35],124459,The Incredible Burt Wonderstone,5.4,920
"[35, 27]",175168,Reipu zonbi: Lust of the dead,6.0,21
[18],111190,Adore,6.1,558
"[53, 35, 28]",121824,Stand Up Guys,6.0,462
"[28, 18]",169209,Empire State,5.1,340
[18],130150,Labor Day,6.9,546
"[9648, 53]",179826,Odd Thomas,6.6,547
"[16, 35, 12, 10751, 878]",68179,Escape from Planet Earth,5.8,459
"[28, 53]",106021,Erased,5.8,347
"[10751, 10402, 10770, 35]",177888,Teen Beach Movie,6.4,439
"[53, 18, 80]",164457,Out of the Furnace,6.6,1077
"[18, 10749]",167581,Freier Fall,7.7,331
"[18, 10749]",121674,Great Expectations,6.3,189
[10749],112949,Safe Haven,7.1,1433
"[80, 18]",166666,3096 Tage,6.9,239
"[28, 53]",77234,The Numbers Station,5.4,311
"[18, 35]",111969,Stuck in Love,7.3,1175
[18],203833,The Book Thief,7.5,2788
"[28, 18, 36]",44865,一代宗師,6.5,385
"[16, 10751]",168903,Barbie in the Pink Shoes,6.0,138
"[99, 10402]",164558,One Direction: This Is Us,8.1,370
"[10749, 18]",172533,Drinking Buddies,6.0,528
"[27, 53]",123109,No One Lives,5.7,250
[18],205220,Philomena,7.4,945
"[12, 16, 10751]",10199,The Tale of Despereaux,5.8,464
"[18, 80]",96936,The Bling Ring,5.4,2069
"[12, 35, 18]",178682,The Wizards Return: Alex vs. Alex,6.6,318
"[12, 27, 9648, 53]",185460,Willow Creek,4.9,151
"[12, 36]",70667,Kon-Tiki,7.0,353
[35],208134,Jackass Presents: Bad Grandpa,6.0,928
"[16, 18, 10751]",64246,カラフル,7.4,125
"[28, 80]",97512,The Courier,4.9,50
"[27, 53]",159117,V/H/S/2,6.1,448
[18],158907,Breathe In,6.0,179
